"행정구역","2023년01월_계_총인구수","2023년01월_계_연령구간인구수","2023년01월_계_0~9세","2023년01월_계_10~19세","2023년01월_계_20~29세","2023년01월_계_30~39세","2023년01월_계_40~49세","2023년01월_계_50~59세","2023년01월_계_60~69세","2023년01월_계_70~79세","2023년01월_계_80~89세","2023년01월_계_90~99세","2023년01월_계_100세 이상"
"서울특별시 은평구 응암제2동(1138059000)","27,802","27,802","2,981","2,546","2,515","4,389","5,650","3,880","3,125","1,770","840","102","4"
"서울특별시 은평구 응암제3동(1138060000)","23,945","23,945","818","1,391","3,424","3,296","3,210","3,947","3,854","2,477","1,367","160","1"
"서울특별시 은평구 역촌동(1138062500)","44,571","44,571","2,058","3,202","6,192","6,091","6,986","7,582","6,624","3,877","1,779","173","7"
"서울특별시 은평구 신사제1동(1138063100)","26,748","26,748","1,329","1,868","3,722","3,842","3,981","4,423","4,167","2,249","1,054","110","3"
"서울특별시 은평구 신사제2동(1138063200)","19,362","19,362","916","1,431","2,603","2,624","2,862","3,237","3,184","1,629","780","91","5"
"서울특별시 은평구 증산동(1138064000)","18,511","18,511","1,095","1,458","2,492","2,601","2,647","3,071","2,840","1,526","696","80","5"
"서울특별시 은평구 수색동(1138065000)","13,113","13,113","943","904","1,642","2,047","1,823","2,304","1,933","964","490","63","0"
"서울특별시 은평구 진관동(1138069000)","54,847","54,847","3,613","7,231","6,762","6,234","9,691","8,834","6,830","3,618","1,779","249","6"
"서울특별시 서대문구 (1141000000)","307,277","307,277","18,463","22,718","48,785","44,538","45,233","48,977","40,757","23,291","12,872","1,590","53"
"서울특별시 서대문구 천연동(1141052000)","16,794","16,794","1,103","1,340","1,989","2,243","2,503","2,980","2,363","1,333","836","101","3"
"서울특별시 서대문구 북아현동(1141055500)","15,574","15,574","1,351","1,011","1,986","2,738","2,518","2,563","1,878","951","516","60","2"
"서울특별시 서대문구 충현동(1141056500)","19,861","19,861","1,116","1,269","3,111","3,320","2,891","3,157","2,711","1,397","755","128","6"
"서울특별시 서대문구 신촌동(1141058500)","20,203","20,203","555","931","8,278","3,690","1,893","1,919","1,400","903","558","73","3"
"서울특별시 서대문구 연희동(1141061500)","34,327","34,327","1,376","2,170","7,544","5,431","4,555","5,020","4,056","2,519","1,431","217","8"
"서울특별시 서대문구 홍제제1동(1141062000)","24,660","24,660","1,534","1,822","3,090","3,523","3,680","4,164","3,623","1,986","1,111","124","3"
"서울특별시 서대문구 홍제제3동(1141064000)","17,711","17,711","1,024","1,144","2,242","2,466","2,380","3,079","2,682","1,619","975","97","3"
"서울특별시 서대문구 홍제제2동(1141065500)","13,305","13,305","669","913","1,643","1,820","1,777","2,401","2,185","1,170","649","75","3"
"서울특별시 서대문구 홍은제1동(1141066000)","22,509","22,509","1,348","1,602","2,746","2,976","3,239","3,977","3,475","1,919","1,086","137","4"
"서울특별시 서대문구 홍은제2동(1141068500)","27,759","27,759","1,416","2,182","4,155","3,771","3,952","4,662","4,022","2,183","1,257","153","6"
"서울특별시 서대문구 남가좌제1동(1141069000)","16,702","16,702","2,048","1,819","1,565","2,244","3,415","2,402","1,711","925","512","60","1"
"서울특별시 서대문구 남가좌제2동(1141070000)","29,250","29,250","2,430","2,395","4,070","4,143","4,813","4,464","3,519","2,168","1,106","136","6"
"서울특별시 서대문구 북가좌제1동(1141071000)","17,703","17,703","1,208","1,919","1,942","2,137","3,057","3,017","2,300","1,355","692","73","3"
"서울특별시 서대문구 북가좌제2동(1141072000)","30,919","30,919","1,285","2,201","4,424","4,036","4,560","5,172","4,832","2,863","1,388","156","2"
"서울특별시 마포구 (1144000000)","364,938","364,938","21,654","27,379","59,989","63,145","58,165","55,273","41,710","23,394","12,500","1,672","57"
"서울특별시 마포구 아현동(1144055500)","26,557","26,557","2,722","1,908","2,982","5,049","4,664","4,009","3,030","1,320","760","106","7"
"서울특별시 마포구 공덕동(1144056500)","36,792","36,792","2,031","2,166","5,930","6,535","5,135","6,161","4,765","2,476","1,413","176","4"
"서울특별시 마포구 도화동(1144058500)","20,845","20,845","1,349","1,491","2,685","3,539","2,954","3,368","2,881","1,517","914","143","4"
"서울특별시 마포구 용강동(1144059000)","21,282","21,282","1,960","2,141","2,040","3,430","4,278","3,156","2,266","1,214","689","107","1"
"서울특별시 마포구 대흥동(1144060000)","14,469","14,469","596","854","3,650","2,515","1,954","2,061","1,483","803","489","61","3"
"서울특별시 마포구 염리동(1144061000)","16,759","16,759","1,311","1,650","2,471","2,706","3,092","2,502","1,600","880","494","52","1"
"서울특별시 마포구 신수동(1144063000)","22,275","22,275","1,586","1,835","3,276","3,419","3,609","3,686","2,598","1,407","754","100","5"
"서울특별시 마포구 서강동(1144065500)","24,701","24,701","1,671","1,672","4,837","4,099","3,837","3,681","2,684","1,368","751","100","1"
"서울특별시 마포구 서교동(1144066000)","24,496","24,496","694","1,099","6,134","5,408","3,516","3,063","2,210","1,448","798","124","2"
"서울특별시 마포구 합정동(1144068000)","16,674","16,674","721","778","3,097","3,572","2,503","2,254","1,928","1,140","589","88","4"
"서울특별시 마포구 망원제1동(1144069000)","19,389","19,389","885","1,122","3,117","3,664","3,007","2,895","2,394","1,495","726","83","1"
"서울특별시 마포구 망원제2동(1144070000)","18,241","18,241","937","1,458","2,702","2,823","2,997","2,844","2,276","1,459","668","72","5"
"서울특별시 마포구 연남동(1144071000)","14,559","14,559","506","722","3,044","3,025","2,144","1,927","1,622","936","553","77","3"
"서울특별시 마포구 성산제1동(1144072000)","18,672","18,672","750","1,353","3,084","3,241","3,097","2,877","2,266","1,313","631","56","4"
"서울특별시 마포구 성산제2동(1144073000)","39,147","39,147","1,978","3,171","6,686","6,588","5,897","5,966","4,437","2,846","1,371","200","7"
"서울특별시 마포구 상암동(1144074000)","30,080","30,080","1,957","3,959","4,254","3,532","5,481","4,823","3,270","1,772","900","127","5"
"서울특별시 양천구 (1147000000)","440,631","440,631","26,887","48,658","54,640","53,997","74,057","75,253","61,958","30,963","12,341","1,825","52"
"서울특별시 양천구 목1동(1147051000)","30,353","30,353","2,483","5,088","3,062","2,833","6,461","5,099","3,200","1,473","572","80","2"
"서울특별시 양천구 목2동(1147052000)","29,380","29,380","1,446","2,314","4,442","5,284","4,386","4,728","4,105","1,832","741","101","1"
"서울특별시 양천구 목3동(1147053000)","21,591","21,591","1,132","1,403","3,148","3,920","3,081","3,442","3,245","1,494","621","101","4"
"서울특별시 양천구 목4동(1147054000)","24,847","24,847","1,092","3,114","3,872","2,689","4,100","4,857","2,893","1,528","616","85","1"
"서울특별시 양천구 목5동(1147055000)","40,613","40,613","2,896","7,289","4,090","3,436","8,412","6,888","4,662","2,009","748","181","2"
"서울특별시 양천구 신월1동(1147056000)","20,067","20,067","789","1,196","2,476","2,601","2,862","3,561","3,803","2,000","674","102","3"
"서울특별시 양천구 신월2동(1147057000)","20,405","20,405","1,236","1,726","2,451","2,663","3,232","3,212","3,361","1,826","605","91","2"
"서울특별시 양천구 신월3동(1147058000)","14,713","14,713","734","983","1,830","1,957","1,961","2,623","2,649","1,355","572","48","1"
"서울특별시 양천구 신월4동(1147059000)","17,601","17,601","1,185","1,588","2,005","2,098","2,909","2,786","2,839","1,505","603","77","6"
"서울특별시 양천구 신월5동(1147060000)","14,313","14,313","782","1,155","1,968","1,976","2,146","2,387","2,270","1,119","453","56","1"
"서울특별시 양천구 신월6동(1147061000)","13,823","13,823","1,412","1,261","1,460","2,296","2,297","2,018","1,870","872","300","34","3"
"서울특별시 양천구 신월7동(1147061100)","19,022","19,022","839","1,134","2,278","2,532","2,596","3,296","3,471","1,894","873","108","1"
"서울특별시 양천구 신정1동(1147062000)","19,843","19,843","1,567","2,894","2,196","1,791","3,793","3,456","2,386","1,160","504","94","2"
"서울특별시 양천구 신정2동(1147063000)","18,895","18,895","1,058","2,954","2,191","1,598","3,541","3,413","2,416","1,156","477","88","3"
"서울특별시 양천구 신정3동(1147064000)","50,253","50,253","3,438","5,580","6,088","6,073","8,232","8,868","6,780","3,545","1,439","201","9"
"서울특별시 양천구 신정4동(1147065000)","32,416","32,416","1,315","2,120","5,166","4,919","4,795","5,292","4,843","2,802","1,046","116","2"
"서울특별시 양천구 신정6동(1147067000)","24,089","24,089","1,818","3,591","2,765","2,491","4,527","4,260","2,887","1,206","448","93","3"
"서울특별시 양천구 신정7동(1147068000)","28,407","28,407","1,665","3,268","3,152","2,840","4,726","5,067","4,278","2,187","1,049","169","6"
"서울특별시 강서구 (1150000000)","568,805","568,805","33,357","43,055","82,320","97,454","88,083","83,180","80,034","41,579","17,088","2,579","76"
"서울특별시 강서구 염창동(1150051000)","41,425","41,425","3,611","4,464","5,403","7,250","7,405","6,009","4,478","1,958","754","91","2"
"서울특별시 강서구 등촌제1동(1150052000)","24,756","24,756","1,277","1,205","4,856","6,505","3,368","3,057","2,430","1,153","739","158","8"
"서울특별시 강서구 등촌제2동(1150053000)","19,721","19,721","1,048","1,454","2,867","3,339","2,886","3,122","2,944","1,455","508","96","2"
"서울특별시 강서구 등촌제3동(1150053500)","29,777","29,777","1,497","1,704","3,475","4,601","3,683","4,680","5,564","2,733","1,514","319","7"
"서울특별시 강서구 화곡제1동(1150054000)","51,744","51,744","2,202","2,321","9,374","10,665","7,408","7,128","7,131","3,937","1,394","179","5"
"서울특별시 강서구 화곡제2동(1150055000)","17,500","17,500","916","1,320","2,515","2,700","2,883","2,788","2,499","1,361","463","55","0"
"서울특별시 강서구 화곡제3동(1150056000)","21,424","21,424","1,067","1,637","3,094","3,208","3,127","3,199","3,394","1,932","668","96","2"
"서울특별시 강서구 화곡제4동(1150057000)","20,179","20,179","916","1,286","2,654","3,102","3,176","3,248","3,241","1,783","683","89","1"
"서울특별시 강서구 화곡본동(1150059000)","33,694","33,694","1,679","2,259","5,858","6,239","5,287","4,757","4,424","2,246","827","111","7"
"서울특별시 강서구 화곡제6동(1150059100)","24,985","24,985","1,028","1,512","4,471","4,497","3,479","3,743","3,732","1,759","668","93","3"
"서울특별시 강서구 화곡제8동(1150059300)","23,994","23,994","1,023","1,455","3,820","3,897","3,680","3,586","3,577","2,136","744","74","2"
"서울특별시 강서구 가양제1동(1150060300)","34,087","34,087","1,446","1,754","7,879","8,913","4,559","4,102","3,551","1,253","547","78","5"
"서울특별시 강서구 가양제2동(1150060400)","13,790","13,790","454","413","1,386","2,275","1,384","1,796","3,292","1,787","865","136","2"
"서울특별시 강서구 가양제3동(1150060500)","14,533","14,533","683","438","1,387","2,995","1,763","1,987","2,731","1,688","760","98","3"
"서울특별시 강서구 발산제1동(1150061100)","35,904","35,904","2,617","4,935","4,347","3,793","6,673","5,924","4,249","2,288","931","142","5"
"서울특별시 강서구 우장산동(1150061500)","42,912","42,912","3,152","5,533","5,062","5,000","8,205","6,898","5,177","2,828","934","117","6"
"서울특별시 강서구 공항동(1150062000)","30,338","30,338","3,166","2,245","3,840","5,211","5,264","4,045","3,792","1,849","798","126","2"
"서울특별시 강서구 방화제1동(1150063000)","42,598","42,598","3,371","4,362","4,745","5,928","7,443","6,351","6,033","3,014","1,164","180","7"
"서울특별시 강서구 방화제2동(1150064000)","23,069","23,069","1,077","1,350","3,174","3,826","3,148","3,430","3,821","2,069","1,032","139","3"
"서울특별시 강서구 방화제3동(1150064100)","22,375","22,375","1,127","1,408","2,113","3,510","3,262","3,330","3,974","2,350","1,095","202","4"
"서울특별시 구로구 (1153000000)","395,461","395,461","24,185","28,651","52,682","61,620","60,061","61,609","58,205","33,158","13,631","1,619","40"
"서울특별시 구로구 신도림동(1153051000)","35,812","35,812","3,166","3,554","4,189","5,868","6,483","5,206","4,252","2,179","807","106","2"
"서울특별시 구로구 구로제1동(1153052000)","20,628","20,628","1,661","1,914","2,495","3,555","3,637","2,961","2,799","1,123","417","65","1"
"서울특별시 구로구 구로제2동(1153053000)","23,050","23,050","702","1,255","3,039","2,732","2,956","4,366","4,122","2,572","1,191","113","2"
"서울특별시 구로구 구로제3동(1153054000)","23,431","23,431","1,036","1,325","4,429","4,717","3,838","3,096","2,618","1,588","712","71","1"
"서울특별시 구로구 구로제4동(1153055000)","19,155","19,155","644","957","2,670","2,774","2,565","3,233","3,120","2,098","1,008","86","0"
"서울특별시 구로구 구로제5동(1153056000)","29,304","29,304","1,588","1,454","5,027","5,642","4,070","4,354","3,956","2,220","871","121","1"
"서울특별시 구로구 가리봉동(1153059500)","8,939","8,939","193","242","1,699","1,377","942","1,648","1,587","844","354","49","4"
"서울특별시 구로구 고척제1동(1153072000)","25,598","25,598","1,599","1,898","3,401","4,617","3,601","3,921","3,695","1,992","766","107","1"
"서울특별시 구로구 고척제2동(1153073000)","26,162","26,162","1,405","2,126","3,225","3,039","3,866","4,667","4,169","2,431","1,105","125","4"
"서울특별시 구로구 개봉제1동(1153074000)","33,322","33,322","2,046","2,162","4,129","5,072","4,686","5,528","5,352","2,999","1,204","139","5"
"서울특별시 구로구 개봉제2동(1153075000)","30,191","30,191","1,785","2,102","3,492","4,018","4,535","4,728","5,199","3,084","1,113","130","5"
"서울특별시 구로구 개봉제3동(1153076000)","19,867","19,867","953","1,351","2,333","2,525","2,980","3,373","3,553","1,931","784","84","0"
"서울특별시 구로구 오류제1동(1153077000)","22,605","22,605","1,031","1,127","4,027","4,570","3,028","3,025","3,040","1,824","836","94","3"
"서울특별시 구로구 오류제2동(1153078000)","37,948","37,948","2,478","3,973","4,333","4,799","6,190","5,881","5,281","3,417","1,401","189","6"
"서울특별시 구로구 수궁동(1153079000)","23,025","23,025","1,267","1,833","2,765","3,062","3,512","3,817","3,778","2,078","812","99","2"
"서울특별시 구로구 항동(1153080000)","16,424","16,424","2,631","1,378","1,429","3,253","3,172","1,805","1,684","778","250","41","3"
"서울특별시 금천구 (1154500000)","229,499","229,499","10,630","13,478","36,165","37,549","30,589","38,155","35,650","18,486","7,869","897","31"
"서울특별시 금천구 가산동(1154551000)","24,253","24,253","616","644","6,901","6,255","2,764","2,772","2,567","1,212","466","55","1"
"서울특별시 금천구 독산제1동(1154561000)","45,965","45,965","3,073","2,363","8,213","9,930","6,649","6,385","5,430","2,649","1,157","111","5"
"서울특별시 금천구 독산제2동(1154562000)","18,182","18,182","733","1,070","2,552","2,519","2,289","3,509","3,236","1,591","612","67","4"
"서울특별시 금천구 독산제3동(1154563000)","24,005","24,005","811","1,187","3,812","3,743","2,943","4,355","4,197","1,997","843","113","4"
"서울특별시 금천구 독산제4동(1154564000)","14,887","14,887","550","853","2,041","2,054","1,833","2,972","2,654","1,390","485","54","1"
"서울특별시 금천구 시흥제1동(1154567000)","32,395","32,395","1,498","2,059","4,513","4,770","4,552","5,598","5,179","2,847","1,214","160","5"
